user_id,install_time,name,age,country,goal,onboarding_level,plan_on_study_time,is_premium
c7169b7b-2e5e-43e3-984e-089fb43dae23,2026-03-25 17:03:51,Chase,39,US,Для учебы,Beginner,15,1
9f394835-bf73-4aeb-81f1-2e2cecf86200,2026-03-14 11:52:51,Kathryn,21,BR,Для учебы,Intermediate,60,0
cd9cd445-1476-438d-881d-97eed65f3cdf,2026-06-02 03:42:51,Ralph,35,RU,Хобби,Intermediate,90,0
fbd8d722-eba6-4acb-9c62-bf70a92d8ae0,2026-05-10 02:40:51,Julie,16,US,Хобби,Advanced,20,0
508e6b34-1234-44bb-9978-de2d3b0b11ac,2026-05-17 14:04:51,Veronica,45,IT,Для путешествий,Intermediate,30,0
b9387a4e-498e-4eb4-8f6d-f6967efc24cb,2026-05-11 10:14:51,Christine,49,FR,Для учебы,Advanced,15,0
41e2e3f8-7aee-4b5a-ab69-b248e01e7612,2026-05-16 12:00:51,Laura,37,US,Хобби,Elementary,45,0
9158881e-7545-47cb-b7be-c3c8e1f2d95f,2026-04-24 12:25:51,Anna,44,FR,Хобби,Advanced,45,0
83f5653a-773c-4c5c-82a1-c3b6a4a37ddd,2026-03-10 02:12:51,Leonard,40,DE,Хобби,Advanced,45,1
15495efb-c3e5-4a39-b502-8df9abaecf4c,2026-05-03 21:03:51,Jason,20,IT,Для работы,Elementary,10,0
6faf5b4b-4727-40b2-9b01-4d96bc472cb6,2026-05-16 22:12:51,Amanda,40,IT,Для учебы,Advanced,10,1
8ff92cd8-7484-4fbb-a1e7-26b5dfb98fd9,2026-04-17 11:53:51,Corey,22,DE,Для работы,Intermediate,20,0
a5fa07f8-659f-47f4-9cc2-63e37eee3268,2026-03-15 05:28:51,Luis,33,IT,Хобби,Elementary,45,0
16e51baa-d44d-4c66-9014-69e499f6ea80,2026-04-25 18:54:51,Scott,24,BR,Для работы,Advanced,15,0
453ab4b9-ec7f-48ef-bbcb-992f72f4be94,2026-05-08 01:05:51,Jill,20,DE,Хобби,Intermediate,15,0
359b7780-7851-409e-b52d-38aa567c48a6,2026-05-06 21:50:51,David,20,IT,Для учебы,Advanced,30,1
430f0fb5-87de-4fb5-a3ec-4367cc54fed3,2026-04-04 08:52:51,Katherine,46,US,Для учебы,Advanced,5,0
2b493d89-5704-41e3-92a7-05bdb43c6932,2026-04-21 06:45:51,Adam,52,BR,Для путешествий,Beginner,10,0
ecd5e1dd-aa93-4f78-8c62-5154e31fb6ff,2026-04-23 19:00:51,Caitlyn,22,BR,Для путешествий,Beginner,30,0
50e06403-874c-43c8-bf5e-ecb65558f2ad,2026-03-21 16:54:51,Melissa,45,FR,Хобби,Advanced,5,0
02c85f9b-8ed0-440c-b542-c08371b7a1dd,2026-04-30 18:49:51,Erin,36,FR,Для учебы,Elementary,60,0
d1169c09-d07d-4bbb-b4cb-9b140e1417fd,2026-04-13 08:08:51,Stephanie,40,DE,Для работы,Advanced,90,0
866ec3ab-f3ee-4956-8562-4b0f22fcf4b7,2026-03-25 15:26:51,Patricia,53,FR,Для учебы,Beginner,30,0
5a675f7d-5d80-4b1c-85f6-7b867047148a,2026-04-29 19:00:51,Maria,36,US,Для путешествий,Beginner,30,0
b0e4a968-a886-45fb-8b7d-aecb335aabd6,2026-04-09 19:31:51,Yolanda,25,FR,Для путешествий,Advanced,30,0
c86bb9d9-4b56-4dfa-80f0-141c71ad63ac,2026-05-02 19:54:51,Christopher,36,FR,Для учебы,Advanced,90,0
402ce61e-4dc8-4165-b4e0-8e0e23677b3a,2026-04-22 19:26:51,Makayla,17,DE,Для работы,Intermediate,90,0
16d345b5-ce7c-47fb-a624-55056ac505f4,2026-03-16 04:40:51,Tyler,49,FR,Для учебы,Elementary,60,0
bedcb4bd-4fa7-4038-81ee-86a1a94ce5ba,2026-06-02 03:59:51,Olivia,26,ES,Для путешествий,Beginner,30,0
0bef2c46-4cbf-4bc9-a862-1eab38a4a0d9,2026-05-06 11:46:51,Lindsey,49,IT,Для работы,Advanced,120,0
bc330736-e515-4771-9989-0548ab5c2cc8,2026-05-23 08:19:51,Jessica,53,ES,Для учебы,Beginner,15,0
8b946d6b-bf1c-4a84-83a9-31ca867e6b66,2026-03-31 05:58:51,Veronica,32,DE,Для учебы,Elementary,90,0
55f5dde2-f433-4cc5-aaf7-109d55652e2a,2026-04-21 04:21:51,Jennifer,53,US,Для работы,Advanced,15,1
68efd610-6418-4803-bfef-d1f0afcb6a18,2026-05-12 16:37:51,Jeffrey,34,DE,Хобби,Intermediate,5,1
37a4acb3-5a30-491c-861c-92854045c444,2026-05-11 08:55:51,Jay,16,DE,Хобби,Beginner,5,0
713f4867-1148-42ad-9b60-a0e1d6560f65,2026-04-17 23:32:51,Gerald,34,FR,Для путешествий,Elementary,20,0
eff6eb30-daab-4250-93a7-a730bc32e551,2026-04-13 06:20:51,Colin,24,IT,Для учебы,Intermediate,15,0
2838b273-d73f-4595-a7ff-0f6f41f44e31,2026-03-18 13:37:51,Linda,24,ES,Для путешествий,Beginner,20,0
e0a99917-dabe-40e4-8c24-cef7ee383429,2026-05-31 17:49:51,Colleen,55,IT,Хобби,Elementary,120,0
23219c2e-c5de-4d20-94ef-ce13ff642285,2026-05-03 08:34:51,Ian,45,IT,Для учебы,Beginner,90,0
8cb90400-c3f7-4d52-b38d-1fb9496fc293,2026-05-28 22:45:51,Melanie,19,FR,Для учебы,Advanced,120,0
bc092170-267d-4a63-a5d9-94fd740c4cf9,2026-05-08 05:10:51,Isabella,49,ES,Для путешествий,Intermediate,30,0
d2531642-67db-4664-a751-e2961ed46a5b,2026-05-08 04:43:51,David,44,IT,Для путешествий,Elementary,90,0
086112e9-b2cf-4b57-9a9b-9a8c91d4d749,2026-03-09 22:09:51,Amber,52,DE,Для путешествий,Beginner,5,0
e9c788d0-d185-4f36-b4cf-094aa014eaef,2026-03-16 19:39:51,Ryan,30,IT,Хобби,Intermediate,30,0
f0587a50-e853-4e6f-ae5d-172ffc8bccdf,2026-04-02 11:39:51,Kimberly,27,FR,Для работы,Intermediate,10,0
15b2a7cf-c2e6-41a3-b7b3-d8ace5dccbe5,2026-05-25 14:36:51,Dawn,27,RU,Для путешествий,Beginner,20,0
c6985b1b-f3fc-444b-ab87-8dd804b2492e,2026-04-10 18:54:51,Leslie,28,US,Для работы,Elementary,15,1
19df8e9b-2cea-4e06-b508-c263a78e978d,2026-04-22 11:34:51,Andrew,30,DE,Для путешествий,Intermediate,45,0
d2742bd5-2034-4a23-bb6c-927d2ae378a3,2026-05-17 18:44:51,Lisa,35,US,Хобби,Elementary,120,0
5c07cdb6-decb-4aa2-99df-2c030da294e8,2026-03-27 19:02:51,Alexander,16,US,Хобби,Advanced,120,0
0ab3efd0-fa12-47cf-a6e6-088bfe7acd09,2026-03-20 02:31:51,Michelle,32,RU,Для работы,Elementary,15,0
f242e2c9-c2d6-4917-bc3a-8428d682b282,2026-05-03 13:05:51,Carly,29,US,Для учебы,Elementary,10,0
6b8943e8-f0ac-408c-8393-b0143615adea,2026-03-10 12:02:51,Molly,51,RU,Для работы,Elementary,15,0
1e422221-5802-47df-8bc5-dfde6f9bf995,2026-05-12 09:11:51,Francis,44,RU,Для учебы,Beginner,5,0
8dd0ae35-5b76-409f-b9b7-af040d8e529f,2026-03-13 03:24:51,Michael,41,DE,Для работы,Intermediate,30,0
3cdd9091-57ac-4efe-bee4-d1918669ddb3,2026-05-08 01:38:51,David,16,US,Для путешествий,Intermediate,10,0
7fed7710-5566-4616-8db6-913dab17f836,2026-03-31 23:54:51,Mary,51,BR,Хобби,Intermediate,20,0
16ee4366-07d7-40ab-b971-cce02ccde92f,2026-05-24 17:20:51,Briana,19,US,Для работы,Beginner,15,0
cfa2b2aa-8002-4e66-9287-6af6ce3aed1d,2026-06-01 14:10:51,Benjamin,42,BR,Хобби,Advanced,5,0
36c86c2a-93c9-48d2-80e5-51175deb8174,2026-04-03 19:08:51,Michael,46,RU,Для путешествий,Beginner,30,1
e062b8e9-e478-417b-9eb0-409756436d17,2026-03-11 18:35:51,Philip,17,DE,Для работы,Advanced,120,0
16ea6471-17e5-4e68-a5f6-a0ca5ae4d9ba,2026-05-12 21:19:51,Christine,33,FR,Для работы,Beginner,45,0
6d2fdd04-349a-41e5-b7b4-9cdecbf77eaf,2026-03-28 19:56:51,Paul,29,BR,Хобби,Beginner,10,0
ad20cc35-a194-48f9-a1c4-86de77f72145,2026-05-20 12:02:51,Sarah,28,RU,Для работы,Intermediate,45,0
7fecce02-6814-49b4-bc10-bdd56919aead,2026-05-23 19:41:51,Edgar,31,BR,Для путешествий,Elementary,30,0
4693e81d-9342-4120-986a-7401366bd1c3,2026-05-27 09:12:51,Joseph,43,FR,Для путешествий,Beginner,10,0
9dd3ad92-74e6-46e0-be3a-bd9c4a2e5558,2026-03-19 20:27:51,Mary,30,US,Для работы,Beginner,90,0
a8aada83-b2fe-43e3-8c2f-d2f86ece1d9b,2026-03-27 01:48:51,Angela,35,DE,Хобби,Elementary,30,0
9b6330e0-603f-4f2d-8f3e-4ab0b6bd6429,2026-05-22 11:47:51,Anthony,20,FR,Хобби,Elementary,45,0
c3c078db-b921-457f-b044-3534d92d4d0c,2026-03-12 23:45:51,Michele,47,BR,Для работы,Elementary,45,0
958d2930-3401-449d-ac35-dfcee6028336,2026-05-05 08:19:51,Riley,38,FR,Для путешествий,Intermediate,15,0
0fc9c588-1c23-4990-91e3-9029cb6c1308,2026-03-29 13:53:51,Victoria,32,FR,Для путешествий,Elementary,5,0
5369c152-b71d-4feb-a9a0-b8819eff8213,2026-03-29 20:54:51,Kara,20,FR,Хобби,Elementary,120,0
56dfef57-c085-48cb-848b-127b3d6b90a7,2026-05-12 23:59:51,Dillon,47,RU,Для работы,Intermediate,10,0
efb9bf98-f874-4e39-9f63-0941d89ed730,2026-03-19 09:46:51,James,48,DE,Хобби,Elementary,45,0
d85e7421-cff3-4398-bdbb-b83f8cd71451,2026-05-24 16:56:51,Michelle,47,US,Для учебы,Elementary,15,0
3c40b570-aae4-450c-b04e-0f5108bc2876,2026-04-19 23:10:51,Melissa,41,IT,Для учебы,Beginner,15,0
35e5b438-c53a-459a-804b-78edc175d969,2026-03-13 22:23:51,Elizabeth,43,ES,Для работы,Elementary,15,0
e9e6bf19-69dc-4302-828d-e6a0a1087850,2026-05-29 21:41:51,Dale,47,DE,Для путешествий,Elementary,90,0
e4413dc1-6ddc-4c1c-b488-70baab6ea2bc,2026-03-08 18:03:51,Kari,22,US,Хобби,Beginner,45,0
b5463e57-6b96-4b45-aa27-6647fddd4715,2026-04-12 05:03:51,Tonya,47,BR,Хобби,Intermediate,30,0
53c4a346-20a3-4bb3-8f14-c19f3fb72926,2026-04-09 12:04:51,Michelle,21,DE,Для учебы,Intermediate,120,0
256f0c27-dd5d-4aca-9483-bbd4b63a15c9,2026-04-15 20:17:51,Mackenzie,19,ES,Для учебы,Beginner,45,0
796888f5-b477-470a-a05c-3d6dd4bb5cd5,2026-05-12 06:07:51,Vanessa,43,FR,Хобби,Beginner,15,0
d4f6b679-ee65-4c82-9ddc-e88f09056355,2026-05-22 02:55:51,Anne,18,DE,Хобби,Intermediate,10,0
1d29b1f9-96e1-4591-b2b0-83041cbbd9d2,2026-05-28 04:01:51,Matthew,29,US,Хобби,Advanced,5,0
82a8d789-4dd8-4314-b26d-9f3d46d2785e,2026-05-04 05:41:51,John,21,IT,Для работы,Beginner,20,0
610a697e-67f1-46ce-982f-0c47fa0120ee,2026-03-19 10:58:51,William,38,DE,Для путешествий,Beginner,5,0
21a993d8-d253-4d9d-99e9-bc915211de64,2026-05-15 12:21:51,Christopher,27,RU,Для путешествий,Elementary,60,0
e233c7f4-8a8d-4867-afdf-b84149716ac9,2026-04-22 03:43:51,Matthew,53,US,Хобби,Beginner,60,0
491331fb-36be-49a9-ae32-278bef763ef7,2026-05-16 23:02:51,Lisa,32,BR,Для путешествий,Advanced,120,0
ca492a94-64a0-4ef6-9118-d0ad5285df56,2026-03-13 18:16:51,Norman,19,ES,Для путешествий,Beginner,20,0
c187e8f9-91a4-4850-8a20-72be3908f6f5,2026-05-10 21:48:51,Tyler,31,RU,Для путешествий,Beginner,120,0
157aa301-d2b0-43c8-bddd-86312af689ae,2026-05-19 03:40:51,Adam,34,BR,Хобби,Elementary,90,1
1eee64f8-6850-41c5-83b6-dc4ddc1ed80d,2026-05-04 12:44:51,Stephanie,29,US,Хобби,Elementary,20,0
017ab77d-05e7-44c2-9394-2b1bceaf50d7,2026-05-19 04:45:51,Mary,30,DE,Хобби,Intermediate,5,0
fdb96ff1-14a4-4de6-a4af-2681c9cfa1b5,2026-04-14 21:26:51,Kenneth,41,BR,Для учебы,Advanced,5,0
45d4af1d-1b7b-40d7-801a-64545d1ae9af,2026-03-18 05:31:51,Cole,25,ES,Хобби,Advanced,120,0
4963c889-c25b-444f-a5d3-6a06e54ec115,2026-05-07 09:01:51,Daniel,48,US,Для путешествий,Intermediate,60,0
46fef0e6-0a23-47dc-86a9-cbfdcfb91ac4,2026-04-13 07:13:51,Kathryn,36,BR,Для путешествий,Intermediate,15,1
9911148a-f0ab-455d-955c-937156dd0021,2026-03-16 18:28:51,Matthew,38,BR,Хобби,Intermediate,45,0
afdf9b50-ccde-4041-94c9-f0d79c2acf84,2026-04-13 14:27:51,Samuel,32,FR,Для учебы,Beginner,120,0
ff6031b0-25c6-445f-aff6-432f39438d97,2026-03-26 04:34:51,Brittany,47,IT,Для учебы,Intermediate,45,0
537fdda5-387e-41ff-8a3b-7e01904c0418,2026-06-02 02:38:51,Andrea,28,US,Для путешествий,Elementary,15,1
7dc5e7a7-c4ca-40bd-b137-200f64ab8014,2026-03-27 04:59:51,Laura,50,ES,Для путешествий,Elementary,60,0
f8e958fd-b0c7-4619-bf42-2fa83b69baec,2026-04-19 09:37:51,Tracy,41,US,Для учебы,Advanced,45,0
2f63ffa9-714e-4fc0-a175-555a31346869,2026-03-31 14:34:51,Christopher,36,BR,Для путешествий,Beginner,60,0
85a61ba1-a833-47c2-a3bf-2460c61a5920,2026-03-07 22:32:51,Gabriella,46,US,Хобби,Beginner,15,1
ba47460a-117b-4e30-a068-384df4b490ae,2026-04-29 16:01:51,Pamela,47,RU,Для работы,Beginner,30,0
c907afef-fed7-42fe-b8f8-026d3591fc77,2026-05-13 19:01:51,Christian,36,RU,Хобби,Elementary,30,0
1f949bf7-aa48-4eb5-b2ec-6136154ab559,2026-03-29 05:45:51,Luis,24,DE,Хобби,Advanced,120,1
689ab5a7-1574-4eb1-9c7b-f8818ed5d9ad,2026-03-13 20:56:51,Kayla,29,IT,Для учебы,Intermediate,60,0
75c3a83c-7c91-47af-b899-003132467ec0,2026-05-15 12:44:51,Gregory,48,IT,Хобби,Intermediate,120,0
e491c94e-c425-41e6-ac83-492151002be9,2026-03-08 23:02:51,Anna,54,BR,Хобби,Elementary,90,0
3cf1c5d8-fa58-44a4-8731-882977a836f2,2026-05-23 06:08:51,Logan,34,ES,Для путешествий,Elementary,20,1
609fabab-7d73-4c51-9026-c4ef6159604c,2026-04-27 20:14:51,Jeffrey,54,IT,Для учебы,Elementary,45,0
469b8236-efbf-4183-bf21-e7150d506b1b,2026-04-01 10:41:51,Michael,16,US,Хобби,Advanced,5,0
8201421e-fa57-46f5-9d3f-d9b2ca2bf6c0,2026-05-22 14:27:51,Kristen,31,RU,Хобби,Advanced,20,0
2f565771-d515-4cfa-8b57-e82a928c008c,2026-03-05 23:07:51,Randy,17,US,Хобби,Elementary,30,0
c4cb133e-1ef9-45fb-9b72-1bdbd9105cc6,2026-05-31 18:47:51,David,28,US,Для путешествий,Elementary,45,0
b247dac8-a391-43c2-96bd-18bbffd7e2c0,2026-03-17 06:42:51,Ronald,19,US,Для путешествий,Beginner,20,0
75fa839e-4788-4896-a3a2-edf0c03fa4f2,2026-03-16 06:29:51,Nicholas,28,US,Для путешествий,Elementary,20,0
becb3ea5-c82b-471d-a9ec-e275f98f31db,2026-03-21 03:05:51,Jacqueline,27,ES,Для учебы,Beginner,30,0
1e9e077d-fce6-4648-b31b-53e4e6658cb6,2026-03-09 15:13:51,Linda,41,IT,Хобби,Advanced,60,0
be74f568-ad98-460c-a68f-d4fb89d6ae40,2026-03-14 17:07:51,James,40,IT,Для учебы,Beginner,5,0
fd733136-9596-4bde-b273-198543eb8fea,2026-03-08 22:21:51,Tony,54,US,Для учебы,Intermediate,90,1
170ba881-daae-4d0c-b8cb-7c5ed33e30d4,2026-03-08 06:12:51,Sarah,28,RU,Для учебы,Beginner,45,0
f36562e7-ee85-444a-9a1d-2a9fc7bb9f54,2026-04-04 15:49:51,Lance,17,BR,Для работы,Advanced,20,0
b64c0fa2-30b0-4e71-ab8f-aa357f658496,2026-04-12 00:25:51,Nathan,19,US,Хобби,Intermediate,30,0
81419cb1-c722-41a7-b393-3e370efbf6d9,2026-04-13 01:22:51,Amy,34,DE,Для учебы,Beginner,20,0
a5ed880f-2896-40c6-9a09-5a1c38ab63cd,2026-06-02 02:46:51,Jay,20,BR,Для путешествий,Intermediate,45,0
4833b931-9228-4658-8b69-69396e563807,2026-04-09 14:47:51,Don,40,ES,Для учебы,Intermediate,20,0
bb1a3cab-9ed5-4d96-931c-7b4ed0f44ed6,2026-04-11 15:40:51,Jason,43,ES,Для путешествий,Advanced,120,0
653a0956-e4e4-4971-838c-4a1811b88a16,2026-05-22 18:08:51,Terri,43,IT,Хобби,Beginner,15,1
66885e0e-84c8-42cc-9918-ae0b8aff834d,2026-04-29 07:15:51,Adam,32,DE,Для путешествий,Elementary,60,0
b2cc255d-0274-48df-bb79-8bb43648bc4d,2026-03-10 21:36:51,Linda,45,US,Для работы,Advanced,5,0
ea2380fc-76b7-47da-b6de-a3c82033596c,2026-05-26 20:33:51,Taylor,26,ES,Для учебы,Beginner,30,0
18cb2169-345f-4f27-afff-a74e1d854eb7,2026-05-25 08:51:51,Jessica,30,RU,Хобби,Beginner,15,0
a20e54b0-c41e-4811-9c2d-35f766212e9e,2026-04-12 01:47:51,Claudia,16,ES,Хобби,Beginner,30,0
7cf2b35b-3177-4014-9288-ea73006c6541,2026-04-10 22:29:51,Michael,23,DE,Для работы,Intermediate,30,0
91b1fb92-f304-4ad1-8c32-4501e6d12532,2026-05-03 14:19:51,Sylvia,50,RU,Для путешествий,Beginner,60,0
87c9fa69-db7f-40bb-bc25-05c483003e28,2026-05-29 18:06:51,Allison,29,BR,Для путешествий,Advanced,60,0
2c6240ad-cb37-4ff7-acb9-db13d06cbd25,2026-05-31 18:13:51,Nicholas,26,DE,Для учебы,Elementary,120,1
3455c4c1-433b-4dde-930b-e91560913f29,2026-04-27 00:52:51,Joseph,39,RU,Для путешествий,Elementary,30,1
3d1d973e-f533-48aa-a218-fc864cf6fe7f,2026-05-09 23:03:51,Heather,43,BR,Хобби,Beginner,60,1
036675c3-a086-453b-b7cd-6f5f3d366122,2026-05-04 04:20:51,Gregory,37,ES,Для учебы,Intermediate,10,0
8d9aa9c6-2ab2-4322-9b0e-cdff8bd82997,2026-03-22 14:59:51,Elizabeth,37,ES,Для путешествий,Beginner,5,0
d77d757a-86e8-4c49-b82f-05dbf48f34d9,2026-05-27 17:27:51,Andrew,21,BR,Хобби,Elementary,90,0
af7f5e6c-ab8b-452c-b6b4-b59dbbeee3fa,2026-03-25 12:23:51,Keith,25,FR,Хобби,Intermediate,90,0
32514dfc-2a4a-44bb-9d62-14c10df6a253,2026-05-05 07:36:51,Thomas,26,IT,Для работы,Intermediate,30,0
a4e56a8b-3743-470c-baf7-6eda4f00e52a,2026-03-14 23:15:51,Joshua,36,ES,Для путешествий,Elementary,45,0
36fcb8a5-f4cd-48de-bcf0-dcad18a5df2d,2026-05-05 02:13:51,Jason,51,US,Для работы,Beginner,5,0
d3e482ef-bcfe-4ff2-98c1-e6b696b19091,2026-03-19 02:45:51,Justin,29,DE,Для работы,Beginner,120,1
21c65b5e-b61b-4754-84e3-f301b62bf196,2026-04-27 08:23:51,Gabriel,46,RU,Для учебы,Beginner,90,0
455ed759-788b-4bf3-8609-e7ba079fc54b,2026-04-20 20:32:51,Kristin,46,BR,Хобби,Elementary,90,0
21e23445-b498-4dc3-a23c-26170110d99a,2026-03-27 17:01:51,Gabrielle,38,FR,Для путешествий,Elementary,20,0
b65a940d-ac59-41c7-9af0-0676e5e91c13,2026-03-30 21:42:51,Lindsay,32,RU,Для учебы,Elementary,10,0
8fb7f358-9cf0-4cb9-b9f7-0a6022992d83,2026-05-07 00:28:51,Jennifer,46,DE,Для путешествий,Beginner,45,0
36a74de1-c7c5-4434-9c23-d275d7ae6918,2026-04-05 22:21:51,Jesse,44,DE,Для путешествий,Beginner,15,0
2b4996ce-9d88-41a4-804f-d891b42c4b0e,2026-04-04 19:51:51,Beth,43,US,Для работы,Intermediate,60,0
5bd50c1f-0814-4f1a-99a9-41a2b548202e,2026-04-19 04:55:51,Michelle,31,DE,Для путешествий,Intermediate,120,0
abb9a589-7542-4458-83e9-3cc2c5917527,2026-04-05 13:10:51,Olivia,25,ES,Для учебы,Beginner,30,0
f90fc172-3ff8-497e-8384-9c9ad6f7062b,2026-04-29 03:10:51,Christian,41,FR,Для путешествий,Intermediate,5,1
d807d0e7-9132-4dbb-910d-e29fbf4ad9b2,2026-04-19 06:34:51,Mary,39,BR,Хобби,Beginner,120,0
b5dff07f-d110-4c4a-bddb-3d533c7a0115,2026-05-10 23:39:51,Brian,36,ES,Хобби,Advanced,5,0
4aaa342e-2206-414a-8c64-0eaab01670ac,2026-03-09 07:51:51,Anthony,49,RU,Для путешествий,Intermediate,15,1
7beed39f-e406-4259-b15e-69399adbc0e3,2026-05-21 03:13:51,Laura,29,US,Для учебы,Elementary,20,0
4feca782-0191-4880-bae3-64152a16c3d1,2026-05-28 16:53:51,Kayla,55,ES,Для путешествий,Advanced,120,1
3b75fee1-7d8d-4d51-9a44-c075007c4918,2026-04-13 11:29:51,Daniel,18,RU,Для учебы,Elementary,5,0
5a0b9621-caa3-49c9-b192-f4e6fd75186b,2026-06-01 05:52:51,Denise,27,IT,Для учебы,Intermediate,30,0
1f4d34fe-7ce8-4557-9f8d-b4fa97c01a78,2026-04-13 00:20:51,Megan,49,US,Хобби,Advanced,10,0
be1dcd00-4a96-4c50-9ae5-31df9660c19f,2026-03-09 19:59:51,Andrew,44,FR,Для учебы,Advanced,10,1
222f3682-3f76-4632-9e75-1bb7bbaa2ff7,2026-03-13 14:01:51,Susan,41,IT,Хобби,Elementary,5,0
c43884e1-cc3b-48b2-8ae9-a6fa121e6823,2026-04-29 02:32:51,Jason,33,DE,Для работы,Beginner,30,1
6ac08f68-ca44-4bf3-a464-22eea367ecb7,2026-03-24 05:44:51,Megan,51,BR,Для учебы,Advanced,10,0
024a3bd9-650d-4e82-acf0-31ddf9547c5d,2026-05-29 11:04:51,Thomas,55,ES,Для путешествий,Intermediate,45,0
1bd3e1c1-de1d-4104-8583-1f84bf575d98,2026-05-19 04:36:51,Harry,40,BR,Для путешествий,Advanced,90,0
3aabca0b-4141-43c0-b22d-cf138b543a7c,2026-05-03 04:23:51,Michaela,19,BR,Хобби,Advanced,15,0
facb1123-32dc-4c1b-aa72-b35709b3c1de,2026-05-03 19:25:51,Tamara,50,ES,Хобби,Advanced,90,1
bb40108b-8d94-449b-925b-adaf8a71c7cf,2026-04-22 17:00:51,Tyler,17,BR,Хобби,Intermediate,10,1
279325d1-db54-48b1-89c9-d5344070565a,2026-05-30 16:06:51,Andrew,46,US,Для учебы,Intermediate,20,1
